"ヒメヒナ","2018-03-31T20:50:29Z","【緊急発表】これから、Vチューバー5人組で活動します！！！！",=HYPERLINK("https://www.youtube.com/watch?v=9CWI2aJ5UfU")
"ロボ子さん","2018-03-04T01:55:51Z","【ロボ子さん】Roboco ch. 04 03 2018 Teaser【#0】",=HYPERLINK("https://www.youtube.com/watch?v=CjeHMTM-IAk")
"ロボ子さん","2018-03-30T12:18:24Z","バイノーラル：雑談編#1　～ボクとおしゃべりしよ～",=HYPERLINK("https://www.youtube.com/watch?v=O5VnW5o_EAs")
"ロボ子さん","2018-04-20T09:36:12Z","【声真似】ロボ子、形から入る【#2】",=HYPERLINK("https://www.youtube.com/watch?v=lcRVZL3n33o")
"ロボ子さん","2018-04-20T11:34:57Z","バイノーラル：台詞編#1　～あなたの耳元で囁いてもいいですか？～",=HYPERLINK("https://www.youtube.com/watch?v=40thwBgW4t0")
"ロボ子さん","2018-04-30T11:55:15Z","【英語テスト】これがロボ子の力です！！【#4】",=HYPERLINK("https://www.youtube.com/watch?v=N2HmKWG_c1g")
"猫宮ひなた","2018-02-16T20:56:05Z","猫宮ひなた、初めての動画とーこー！【#00】",=HYPERLINK("https://www.youtube.com/watch?v=fb1vdhv4ayc")
"猫宮ひなた","2018-02-22T03:34:09Z","バーチャルYoutuber『猫宮ひなた』PUBGをやるよ！【#0X】",=HYPERLINK("https://www.youtube.com/watch?v=QqF7-r3cLIM")
"猫宮ひなた","2018-03-02T13:21:25Z","初めまして！猫宮ひなただよ( •̀ .̫ •́ )✧【#01】",=HYPERLINK("https://www.youtube.com/watch?v=wv5l5X5OurA")
"猫宮ひなた","2018-03-08T14:49:52Z","【PUBG縛りプレイ】何でも言うことを聞いてくれるヒナタチャン【#1X】",=HYPERLINK("https://www.youtube.com/watch?v=ZnfHNU6iej4")
"猫宮ひなた","2018-03-15T11:48:12Z","『猫宮ひなた』今日はBF1をやるよ！【#2X】",=HYPERLINK("https://www.youtube.com/watch?v=4VHTrCY1r5w")
"ウェザーロイドAiri","2018-05-17T13:18:35Z","weatheroid Type A  Airiです。YouTubeはじめました。　2018年5月17日",=HYPERLINK("https://www.youtube.com/watch?v=ZygXkU3pusk")
"ウェザーロイドAiri","2018-05-19T13:01:48Z","weatheroid Type A  Airiです。週末ですね。　2018年5月19日",=HYPERLINK("https://www.youtube.com/watch?v=Q87xpdL19DU")
"ウェザーロイドAiri","2018-05-20T13:08:15Z","weatheroid Type A  Airiです。明日は月曜日。　2018年5月20日",=HYPERLINK("https://www.youtube.com/watch?v=pWdQCrLShjA")
"ウェザーロイドAiri","2018-05-21T13:15:36Z","weatheroid Type A  Airiです。小満ですね。　2018年5月21日",=HYPERLINK("https://www.youtube.com/watch?v=HInbHXpOluI")
"ウェザーロイドAiri","2018-05-22T13:17:49Z","weatheroid Type A  Airiです。2018年5月22日",=HYPERLINK("https://www.youtube.com/watch?v=do7kZvOMt10")
"おめがシスターズ","2018-03-05T08:34:36Z","【バーチャル双子Youtuber】はじめまして！おめがシスターズです！【自己紹介】",=HYPERLINK("https://www.youtube.com/watch?v=GgHx7ljXs08")
